电影名称,上映年份,上映日期,档期类型,总票房(亿),预测票房(亿),票房预测偏差(亿),豆瓣评分,导演,主演,排片率(%),抖音话题播放量(亿),是否含流量演员,模型MAE（平均绝对误差）,模型RMSE（均方根误差）,模型R2（拟合优度）
美人鱼4（战争·2024）,2024,2024/3/2,普通档,37.91,20.135859,17.77414146,6.1,陈凯歌,周冬雨,14.63,21.69,1,20.7962,39.4878,0.3103
狙击手1（动画·2022）,2022,2022/10/29,普通档,34.13,22.51775,11.61225021,6.4,王家卫,"周冬雨,沈腾,雷佳音,王宝强",52.23,396.52,1,20.7962,39.4878,0.3103
你好李焕英4（战争·2023）,2023,2023/4/16,普通档,3.8,31.644753,27.8447525,6.5,陈思诚,吴京,38.15,354.59,1,20.7962,39.4878,0.3103
你好李焕英5（动画·2023）,2023,2023/3/11,普通档,0.8,19.084131,18.28413124,9.9,陈思诚,张译,22.97,108.96,1,20.7962,39.4878,0.3103
流浪地球3（科幻·2021）,2021,2021/8/19,暑期档,1.2,24.729795,23.52979546,6.2,周星驰,"吴京,王宝强",23.81,47.89,1,20.7962,39.4878,0.3103
封神4（动作·2025）,2025,2025/9/9,普通档,0.94,20.365906,19.42590576,7.3,王家卫,"易烊千玺,张译",11.47,28.76,1,20.7962,39.4878,0.3103
怒火（剧情·2023）,2023,2023/9/24,普通档,17.09,16.868828,0.22117218,7.1,陈思诚,"沈腾,吴京",40.77,3.29,1,20.7962,39.4878,0.3103
战狼3（动画·2023）,2023,2023/5/3,普通档,52.02,31.644485,20.37551453,7.3,陈凯歌,"易烊千玺,沈腾",52.06,1548.8,1,20.7962,39.4878,0.3103
战狼1（战争·2020）,2020,2020/5/12,普通档,25.43,29.214956,3.784956284,6.7,林超贤,"刘昊然,沈腾,章子怡",10.58,73.27,1,20.7962,39.4878,0.3103
长津湖5（爱情·2022）,2022,2022/5/22,普通档,11.69,23.142406,11.45240646,5.3,吴京,"周冬雨,贾玲",18.21,9.05,1,20.7962,39.4878,0.3103
四海（战争·2025）,2025,2025/9/16,普通档,7.64,20.257685,12.61768471,7.4,吴京,"刘昊然,王宝强,沈腾",45.96,1.67,1,20.7962,39.4878,0.3103
唐探（喜剧·2023）,2023,2023/4/27,普通档,12.42,19.27977,6.859769897,7.3,张艺谋,黄渤,13.24,9.5,1,20.7962,39.4878,0.3103
奇迹8（动画·2022）,2022,2022/4/10,普通档,32.49,21.779093,10.71090721,4.5,徐峥,刘昊然,39.67,0.6,1,20.7962,39.4878,0.3103
四海9（悬疑·2025）,2025,2025/7/7,暑期档,51.5,24.998398,26.50160217,5.7,王家卫,"易烊千玺,沈腾,黄渤,雷佳音",25.81,142.28,1,20.7962,39.4878,0.3103
无名3（悬疑·2025）,2025,2025/8/22,暑期档,1.19,18.259674,17.06967407,7.6,杜琪峰,"吴京,吴京,徐峥,沈腾",30.89,5.12,1,20.7962,39.4878,0.3103
扫毒3（战争·2021）,2021,2021/9/24,普通档,5.95,14.791599,8.841599274,4.6,贾玲,"雷佳音,吴京,黄渤",37.87,11.65,1,20.7962,39.4878,0.3103
流浪地球7（悬疑·2023）,2023,2023/4/4,普通档,16.18,25.122763,8.94276268,6.6,林超贤,贾玲,14.86,10.93,1,20.7962,39.4878,0.3103
误杀5（动画·2023）,2023,2023/4/16,普通档,43.58,27.760893,15.81910713,6.7,徐克,"沈腾,易烊千玺",59,133.11,1,20.7962,39.4878,0.3103
万里归途4（动画·2020）,2020,2020/3/25,普通档,181.32,23.516039,157.8039611,7.5,林超贤,"刘昊然,徐峥,贾玲",25.07,148.42,1,20.7962,39.4878,0.3103
无名9（战争·2025）,2025,2025/1/28,普通档,31.3,17.692417,13.60758286,6.9,周星驰,"吴京,张译,贾玲",40.81,46.51,1,20.7962,39.4878,0.3103
怒火（剧情·2022）,2022,2022/6/17,普通档,48.76,17.393919,31.36608101,6.1,王家卫,"沈腾,刘德华,雷佳音,黄渤",39.39,253.8,1,20.7962,39.4878,0.3103
无名2（剧情·2020）,2020,2020/1/23,春节档,51.49,24.190363,27.29963707,8.7,杜琪峰,"徐峥,章子怡,黄渤",27.33,46.45,1,20.7962,39.4878,0.3103
你好李焕英3（动作·2024）,2024,2024/10/18,普通档,2.3,18.91485,16.61485023,7.9,林超贤,"沈腾,沈腾,雷佳音,徐峥",49.97,498.33,1,20.7962,39.4878,0.3103
唐探4（科幻·2024）,2024,2024/4/6,普通档,41,25.721943,15.2780571,6.2,林超贤,沈腾,54.58,16.09,1,20.7962,39.4878,0.3103
满江红6（剧情·2024）,2024,2024/11/11,普通档,22.21,20.873163,1.336836777,6.6,徐峥,"黄渤,刘德华,周冬雨",51.4,2.42,1,20.7962,39.4878,0.3103
满江红5（战争·2025）,2025,2025/5/24,普通档,1.53,21.291483,19.76148293,6.2,吴京,雷佳音,5.19,23.51,1,20.7962,39.4878,0.3103
四海（爱情·2022）,2022,2022/2/23,普通档,4.29,13.888899,9.598898849,6.6,郭帆,"雷佳音,刘昊然,徐峥",23.2,28.7,1,20.7962,39.4878,0.3103
满江红（动作·2021）,2021,2021/4/19,普通档,4.49,22.994186,18.5041864,3.7,吴京,"张译,吴京",8.18,36.78,1,20.7962,39.4878,0.3103
满江红1（动画·2025）,2025,2025/7/2,暑期档,4.32,20.700546,16.38054626,6.7,周星驰,"黄渤,刘昊然",37.3,4.93,1,20.7962,39.4878,0.3103
唐探2（悬疑·2021）,2021,2021/7/3,暑期档,12.91,16.937965,4.027965393,8.2,徐峥,王宝强,33.65,52.75,1,20.7962,39.4878,0.3103
悬崖之上4（动作·2024）,2024,2024/10/15,普通档,1.38,17.711939,16.33193886,8.5,宁浩,"王宝强,沈腾",51.96,92.32,1,20.7962,39.4878,0.3103
无名8（战争·2021）,2021,2021/1/23,春节档,24.31,22.224192,2.085808334,6.3,周星驰,"沈腾,贾玲",12.24,84.79,1,20.7962,39.4878,0.3103
无名3（喜剧·2025）,2025,2025/10/20,普通档,14.95,15.286639,0.336639214,8.6,徐峥,黄渤,31.92,109.02,1,20.7962,39.4878,0.3103
功夫5（动画·2025）,2025,2025/7/13,暑期档,40.63,19.129335,21.5006646,8.3,张艺谋,"徐峥,张译,刘昊然",28.61,331.59,1,20.7962,39.4878,0.3103
长津湖（动画·2025）,2025,2025/12/16,普通档,0.66,18.459333,17.79933342,7.7,徐峥,"易烊千玺,徐峥",30.88,12.37,1,20.7962,39.4878,0.3103
封神1（剧情·2023）,2023,2023/10/1,国庆档,0.14,18.644478,18.50447784,5.2,郭帆,"雷佳音,张译,易烊千玺",13.49,20.5,1,20.7962,39.4878,0.3103
流浪地球1（动作·2020）,2020,2020/9/25,普通档,1.56,14.685092,13.12509197,7.2,徐峥,吴京,57.99,2.7,1,20.7962,39.4878,0.3103
狙击手（战争·2023）,2023,2023/3/16,普通档,19.85,19.956604,0.106604004,7.8,杜琪峰,"黄渤,沈腾,张译",58.42,1.29,1,20.7962,39.4878,0.3103
你好李焕英5（悬疑·2025）,2025,2025/9/2,普通档,3.23,15.999463,12.76946308,5,沈腾,"王宝强,刘昊然,黄渤",52.08,60.16,1,20.7962,39.4878,0.3103
美人鱼（悬疑·2025）,2025,2025/5/21,普通档,0.69,26.41053,25.72053009,5.7,林超贤,"章子怡,刘德华",18.99,0.52,1,20.7962,39.4878,0.3103
水门桥2（动画·2023）,2023,2023/2/12,普通档,37.69,13.642291,24.04770893,6.4,张艺谋,"徐峥,章子怡",16.61,7.79,1,20.7962,39.4878,0.3103
功夫5（科幻·2023）,2023,2023/12/19,普通档,5.04,30.732439,25.69243904,8.2,贾玲,"易烊千玺,沈腾,黄渤",12.94,51.29,1,20.7962,39.4878,0.3103
流浪地球6（喜剧·2025）,2025,2025/5/24,普通档,1.21,17.461733,16.25173286,7.4,王家卫,雷佳音,17.88,14.12,1,20.7962,39.4878,0.3103
飞驰人生（剧情·2023）,2023,2023/11/2,普通档,182.02,47.87065,134.1493488,7.5,林超贤,刘昊然,52.84,839.39,1,20.7962,39.4878,0.3103
扫毒2（战争·2021）,2021,2021/2/8,普通档,230.62,17.240011,213.3799888,6.9,林超贤,"王宝强,沈腾,张译,章子怡",22.99,9.26,1,20.7962,39.4878,0.3103
人生大事1（剧情·2022）,2022,2022/11/25,普通档,2.92,30.394035,27.47403534,7.8,陈凯歌,徐峥,54.85,187.73,1,20.7962,39.4878,0.3103
美人鱼9（科幻·2023）,2023,2023/12/24,普通档,39.62,225.00523,185.3852338,5.9,冯小刚,"刘昊然,徐峥,吴京",42.73,0.49,1,20.7962,39.4878,0.3103
怒火9（动作·2025）,2025,2025/10/30,普通档,22.6,35.247272,12.64727249,6.6,冯小刚,沈腾,15.82,30.55,1,20.7962,39.4878,0.3103
奇迹（悬疑·2025）,2025,2025/1/7,普通档,0.83,22.79403,21.96402924,7.5,冯小刚,沈腾,21.65,78.05,1,20.7962,39.4878,0.3103
叶问9（动画·2020）,2020,2020/11/18,普通档,13.45,21.508636,8.058636475,6.5,冯小刚,"王宝强,张译,刘昊然,易烊千玺",19.32,142.22,1,20.7962,39.4878,0.3103
叶问3（科幻·2020）,2020,2020/1/10,普通档,2.07,18.306984,16.23698395,7.1,冯小刚,张译,32.83,21.95,1,20.7962,39.4878,0.3103
水门桥8（动画·2023）,2023,2023/12/19,普通档,0.31,20.788921,20.47892136,6.7,林超贤,"雷佳音,沈腾,黄渤",38.4,51.98,1,20.7962,39.4878,0.3103
飞驰人生3（动画·2020）,2020,2020/8/26,暑期档,8.02,20.791851,12.77185104,5.2,徐峥,"吴京,王宝强,沈腾",11.84,118.92,1,20.7962,39.4878,0.3103
人生大事5（剧情·2025）,2025,2025/12/22,普通档,5.45,29.431444,23.98144417,6.5,陈思诚,"周冬雨,沈腾",42.7,0.77,1,20.7962,39.4878,0.3103
怒火6（动作·2020）,2020,2020/4/24,普通档,9.93,43.403572,33.47357208,7.8,冯小刚,"徐峥,刘昊然,易烊千玺",48.09,0.46,1,20.7962,39.4878,0.3103
唐探9（动画·2024）,2024,2024/6/16,普通档,47.47,26.338428,21.1315715,8,沈腾,"周冬雨,刘德华,易烊千玺,吴京",44.46,0.4,1,20.7962,39.4878,0.3103
你好李焕英（科幻·2025）,2025,2025/4/21,普通档,113.69,27.417116,86.27288383,6.1,贾玲,"雷佳音,易烊千玺,吴京",53.21,7.6,1,20.7962,39.4878,0.3103
唐探2（剧情·2022）,2022,2022/11/21,普通档,1.22,17.164244,15.9442437,7.4,林超贤,"周冬雨,章子怡,徐峥,沈腾",6.45,4.19,1,20.7962,39.4878,0.3103
狙击手8（悬疑·2025）,2025,2025/6/16,普通档,1.26,10.755405,9.495405426,9.9,周星驰,"徐峥,沈腾",13.91,106.65,1,20.7962,39.4878,0.3103
误杀5（喜剧·2024）,2024,2024/2/2,春节档,11.85,21.42114,9.571140671,7.5,周星驰,"王宝强,雷佳音,贾玲,章子怡",14.91,11,1,20.7962,39.4878,0.3103
你好李焕英1（悬疑·2021）,2021,2021/9/21,普通档,0.78,25.759344,24.9793441,7.2,贾玲,"黄渤,易烊千玺,徐峥,章子怡",10.99,9.7,1,20.7962,39.4878,0.3103
叶问（动作·2023）,2023,2023/12/13,普通档,8.25,26.877718,18.62771797,8.6,吴京,"吴京,贾玲",47.12,106.32,1,20.7962,39.4878,0.3103
人生大事（喜剧·2023）,2023,2023/5/30,普通档,1.44,22.51291,21.07291084,8,徐克,易烊千玺,52.82,193.15,1,20.7962,39.4878,0.3103
奇迹1（动画·2020）,2020,2020/7/11,暑期档,2.76,20.201511,17.44151138,8.8,贾玲,黄渤,26.48,55.41,1,20.7962,39.4878,0.3103
无名6（动作·2023）,2023,2023/6/26,普通档,19.67,16.868309,2.801690979,7.6,林超贤,"吴京,易烊千玺,雷佳音,徐峥",27.45,156.64,1,20.7962,39.4878,0.3103
唐探（战争·2024）,2024,2024/7/6,暑期档,52.13,20.008379,32.12162102,7.7,徐峥,"易烊千玺,贾玲,徐峥,吴京",48.01,408.65,1,20.7962,39.4878,0.3103
热辣滚烫（悬疑·2020）,2020,2020/10/19,普通档,36.79,28.341234,8.448765793,7,冯小刚,周冬雨,51.74,964.64,1,20.7962,39.4878,0.3103
满江红9（科幻·2020）,2020,2020/7/2,暑期档,2.78,18.576992,15.79699203,7.8,宁浩,"易烊千玺,沈腾,沈腾",47.36,32.44,1,20.7962,39.4878,0.3103
四海6（战争·2025）,2025,2025/2/20,普通档,12.49,22.830292,10.34029175,6.9,冯小刚,"吴京,张译",10.7,79.81,1,20.7962,39.4878,0.3103
扫毒（科幻·2023）,2023,2023/9/3,普通档,15.96,15.079979,0.880021057,7.6,张艺谋,刘昊然,22.66,14.95,1,20.7962,39.4878,0.3103
西游2（爱情·2022）,2022,2022/1/10,普通档,4.6,20.82095,16.22094955,8.4,张艺谋,沈腾,20.44,106.97,1,20.7962,39.4878,0.3103
奇迹6（科幻·2024）,2024,2024/9/20,普通档,55.17,19.47303,35.69696991,9.5,吴京,刘昊然,17.91,334.77,1,20.7962,39.4878,0.3103
人生大事7（剧情·2024）,2024,2024/7/21,暑期档,8.37,12.398369,4.028368835,7.7,陈思诚,"徐峥,吴京,雷佳音",56.76,91.41,1,20.7962,39.4878,0.3103
误杀7（喜剧·2021）,2021,2021/4/18,普通档,2.15,19.738997,17.58899651,6.2,张艺谋,周冬雨,5.63,260.48,1,20.7962,39.4878,0.3103
奇迹4（动作·2020）,2020,2020/11/9,普通档,15.15,28.85638,13.70638046,7.7,贾玲,"刘德华,吴京",48.25,91.14,1,20.7962,39.4878,0.3103
西游2（爱情·2021）,2021,2021/12/22,普通档,7.82,17.190796,9.370795898,8,徐克,雷佳音,17.38,114.56,1,20.7962,39.4878,0.3103
水门桥3（悬疑·2023）,2023,2023/1/27,春节档,11.59,61.5315,49.94150177,5.6,张艺谋,章子怡,50.86,1.68,1,20.7962,39.4878,0.3103
封神9（喜剧·2021）,2021,2021/6/26,普通档,1.3,23.963411,22.66341133,6.9,林超贤,"刘德华,沈腾",26.67,17.8,1,20.7962,39.4878,0.3103
奇迹（剧情·2024）,2024,2024/4/18,普通档,63.11,18.03479,45.07520996,6.3,张艺谋,"周冬雨,章子怡,刘德华,沈腾",22.74,11.37,1,20.7962,39.4878,0.3103
悬崖之上2（战争·2020）,2020,2020/12/27,普通档,1.06,19.56851,18.50851006,8.3,杜琪峰,"易烊千玺,王宝强,张译",30.29,1.43,1,20.7962,39.4878,0.3103
狙击手8（喜剧·2024）,2024,2024/2/17,普通档,2.69,14.694028,12.0040279,7.1,吴京,"易烊千玺,黄渤",6.05,439.41,1,20.7962,39.4878,0.3103
误杀9（动作·2021）,2021,2021/7/13,暑期档,48.74,60.406395,11.66639496,3.8,郭帆,"王宝强,刘昊然,吴京",9.76,92.39,1,20.7962,39.4878,0.3103
流浪地球3（剧情·2020）,2020,2020/12/13,普通档,18.54,30.859856,12.31985565,5.3,林超贤,"章子怡,张译",26.98,92.68,1,20.7962,39.4878,0.3103
怒火1（剧情·2025）,2025,2025/12/21,普通档,7.7,19.525438,11.82543831,7.6,吴京,吴京,17.55,80.63,1,20.7962,39.4878,0.3103
无名8（剧情·2021）,2021,2021/7/10,暑期档,1.64,18.61894,16.97894035,8.5,吴京,周冬雨,49.7,156.52,1,20.7962,39.4878,0.3103
西游9（剧情·2020）,2020,2020/3/11,普通档,2.44,19.481028,17.0410276,7.1,吴京,"周冬雨,雷佳音",49.13,24.69,1,20.7962,39.4878,0.3103
西游（喜剧·2024）,2024,2024/5/12,普通档,4.65,24.660519,20.01051865,8.3,杜琪峰,"黄渤,吴京",57.41,24.82,1,20.7962,39.4878,0.3103
西游2（战争·2020）,2020,2020/11/3,普通档,22.73,21.069931,1.66006897,8.2,陈思诚,刘德华,25.85,96.99,1,20.7962,39.4878,0.3103
流浪地球（剧情·2022）,2022,2022/3/17,普通档,113.22,18.267859,94.95214149,6.5,林超贤,贾玲,33.71,233.62,1,20.7962,39.4878,0.3103
狙击手5（爱情·2020）,2020,2020/3/5,普通档,22.43,17.702095,4.727904968,7.5,郭帆,"易烊千玺,王宝强",14.55,0.31,1,20.7962,39.4878,0.3103
扫毒5（剧情·2023）,2023,2023/10/5,国庆档,74.61,37.12777,37.48223053,7.1,宁浩,"张译,沈腾,雷佳音,周冬雨",47.04,57.4,1,20.7962,39.4878,0.3103
水门桥2（动作·2020）,2020,2020/1/11,普通档,0.46,19.473015,19.01301483,7.5,陈凯歌,刘德华,32.39,340.81,1,20.7962,39.4878,0.3103
战狼8（动作·2021）,2021,2021/12/15,普通档,1.78,21.617048,19.83704826,6.8,张艺谋,"贾玲,吴京,沈腾",40.65,52.91,1,20.7962,39.4878,0.3103
人生大事（爱情·2024）,2024,2024/6/7,普通档,4.78,25.254137,20.47413704,8.4,冯小刚,易烊千玺,47.21,36.12,1,20.7962,39.4878,0.3103
功夫（战争·2020）,2020,2020/3/4,普通档,31.3,23.333256,7.966744232,7.7,冯小刚,"刘昊然,周冬雨,吴京",15.92,72.43,1,20.7962,39.4878,0.3103
流浪地球8（喜剧·2021）,2021,2021/12/9,普通档,17.92,16.278738,1.641261978,8,徐峥,"张译,王宝强,周冬雨,易烊千玺",43.74,19.57,1,20.7962,39.4878,0.3103
四海（悬疑·2021）,2021,2021/1/24,春节档,6.97,13.295636,6.325636177,7.7,郭帆,"吴京,王宝强,黄渤,沈腾",44.4,57.81,1,20.7962,39.4878,0.3103
封神6（科幻·2022）,2022,2022/7/29,暑期档,32.43,26.340769,6.089231186,6.3,周星驰,"徐峥,周冬雨",55.78,29.9,1,20.7962,39.4878,0.3103
美人鱼7（动作·2025）,2025,2025/7/5,暑期档,1.24,19.370428,18.13042809,6,贾玲,黄渤,18.43,35.97,1,20.7962,39.4878,0.3103
功夫3（动作·2024）,2024,2024/7/8,暑期档,36.5,33.151424,3.348575592,7.8,贾玲,"沈腾,黄渤",5.15,149.38,1,20.7962,39.4878,0.3103
你好李焕英6（剧情·2024）,2024,2024/1/1,普通档,10.29,24.135057,13.84505745,6.1,周星驰,"张译,刘昊然",24.25,134.76,1,20.7962,39.4878,0.3103
流浪地球（爱情·2025）,2025,2025/4/24,普通档,34.9,23.66804,11.23196068,6.1,陈思诚,沈腾,22.11,5.92,1,20.7962,39.4878,0.3103
唐探8（战争·2021）,2021,2021/12/24,普通档,13.73,21.066668,7.336667557,8.8,宁浩,"章子怡,雷佳音,刘德华,贾玲",32.65,43.6,1,20.7962,39.4878,0.3103
无名3（喜剧·2022）,2022,2022/2/21,普通档,2.14,20.541018,18.40101753,6.1,徐克,吴京,9.43,5.64,1,20.7962,39.4878,0.3103
西游6（剧情·2021）,2021,2021/9/5,普通档,0.6,16.48247,15.88246956,5.9,王家卫,"吴京,贾玲",53.83,7.42,1,20.7962,39.4878,0.3103
长津湖3（剧情·2022）,2022,2022/5/24,普通档,6.66,19.31728,12.65727982,8,吴京,"吴京,徐峥,沈腾,刘德华",40.76,537.05,1,20.7962,39.4878,0.3103
万里归途3（爱情·2025）,2025,2025/10/15,普通档,12.94,47.08236,34.14235931,7.6,林超贤,"吴京,沈腾,贾玲,徐峥",27.03,24.58,1,20.7962,39.4878,0.3103
功夫1（战争·2022）,2022,2022/6/16,普通档,30.44,24.50965,5.930350723,5.2,贾玲,"吴京,徐峥",56.28,211.16,1,20.7962,39.4878,0.3103
悬崖之上2（动画·2020）,2020,2020/8/23,暑期档,47.19,24.030815,23.15918488,5.6,冯小刚,吴京,34.44,748.54,1,20.7962,39.4878,0.3103
怒火4（动作·2022）,2022,2022/2/7,春节档,4.31,20.05546,15.74545998,6.6,沈腾,"贾玲,刘德华,沈腾",25.37,127.33,1,20.7962,39.4878,0.3103
流浪地球2（科幻·2025）,2025,2025/3/27,普通档,38.91,19.890476,19.01952377,7.3,冯小刚,"黄渤,吴京",16.65,0.63,1,20.7962,39.4878,0.3103
美人鱼（爱情·2025）,2025,2025/5/29,普通档,4.53,22.166035,17.6360347,9.6,郭帆,"周冬雨,刘昊然,贾玲",36.76,55.1,1,20.7962,39.4878,0.3103
人生大事8（爱情·2022）,2022,2022/7/8,暑期档,13.55,18.035109,4.485108566,8.2,徐克,"贾玲,吴京",57.6,3.57,1,20.7962,39.4878,0.3103
万里归途4（喜剧·2023）,2023,2023/12/6,普通档,1.1,22.340698,21.24069824,7,郭帆,"贾玲,易烊千玺,章子怡,张译",19.92,15.72,1,20.7962,39.4878,0.3103
四海3（科幻·2020）,2020,2020/7/23,暑期档,2.16,18.901415,16.74141487,5.6,冯小刚,刘昊然,23.35,28.86,1,20.7962,39.4878,0.3103
叶问7（爱情·2022）,2022,2022/7/20,暑期档,18.57,25.3175,6.747499161,4.7,郭帆,"吴京,徐峥,张译,沈腾",39.78,117.85,1,20.7962,39.4878,0.3103
美人鱼9（剧情·2025）,2025,2025/4/27,普通档,0.45,23.27229,22.82228928,7.2,陈凯歌,"沈腾,徐峥",57.86,4.42,1,20.7962,39.4878,0.3103
封神9（动作·2023）,2023,2023/3/22,普通档,4.45,23.308582,18.85858231,7.3,周星驰,"黄渤,贾玲",25.85,31.91,1,20.7962,39.4878,0.3103
飞驰人生（悬疑·2022）,2022,2022/5/2,普通档,10.37,18.858135,8.488135223,6.7,徐峥,"刘昊然,刘德华,章子怡,徐峥",33.81,101.02,1,20.7962,39.4878,0.3103
满江红1（爱情·2021）,2021,2021/6/2,普通档,50.71,18.286291,32.42370888,7.8,宁浩,"徐峥,吴京,刘德华",30.45,3.17,1,20.7962,39.4878,0.3103
飞驰人生1（剧情·2022）,2022,2022/12/20,普通档,26.85,22.034945,4.815055466,4.8,郭帆,"周冬雨,吴京,沈腾,吴京",5.16,30.8,1,20.7962,39.4878,0.3103
悬崖之上2（剧情·2024）,2024,2024/11/11,普通档,152.52,19.366354,133.153646,7.1,沈腾,张译,46.78,184.16,1,20.7962,39.4878,0.3103
万里归途9（战争·2024）,2024,2024/12/18,普通档,46.31,22.823435,23.48656517,3,陈凯歌,"章子怡,徐峥,刘德华",29.55,0.88,1,20.7962,39.4878,0.3103
怒火9（悬疑·2020）,2020,2020/9/19,普通档,0.75,16.221302,15.47130203,9.2,宁浩,"贾玲,章子怡,黄渤",24.49,125.95,1,20.7962,39.4878,0.3103
飞驰人生6（悬疑·2021）,2021,2021/4/13,普通档,2.72,20.624865,17.90486458,8,宁浩,"雷佳音,刘德华",52.15,58.29,1,20.7962,39.4878,0.3103
悬崖之上5（动作·2020）,2020,2020/4/15,普通档,30.09,14.537176,15.55282387,7.7,贾玲,"刘德华,张译,吴京,易烊千玺",58.05,106.88,1,20.7962,39.4878,0.3103
水门桥（剧情·2025）,2025,2025/4/21,普通档,3.02,20.274105,17.25410507,8.6,贾玲,"沈腾,刘德华",46,2.89,1,20.7962,39.4878,0.3103
唐探（剧情·2023）,2023,2023/1/29,普通档,10.89,20.960245,10.07024513,5.7,张艺谋,"王宝强,雷佳音",52.12,21.85,1,20.7962,39.4878,0.3103
人生大事（悬疑·2022）,2022,2022/6/11,普通档,0.88,24.548365,23.66836464,6.5,张艺谋,沈腾,24.07,137.95,1,20.7962,39.4878,0.3103
无名2（爱情·2020）,2020,2020/11/23,普通档,56.64,29.126726,27.51327385,9.9,沈腾,刘昊然,42.04,4006.08,1,20.7962,39.4878,0.3103
扫毒7（动作·2023）,2023,2023/6/29,普通档,1.2,23.244576,22.0445755,8.5,沈腾,吴京,30.07,280.94,1,20.7962,39.4878,0.3103
你好李焕英9（剧情·2024）,2024,2024/2/7,春节档,2.18,22.009447,19.8294471,7.8,徐克,"沈腾,周冬雨,黄渤",48,121.89,1,20.7962,39.4878,0.3103
扫毒3（动作·2023）,2023,2023/7/18,暑期档,68.52,20.747,47.77300026,8,张艺谋,"刘德华,沈腾,易烊千玺",54.22,108.89,1,20.7962,39.4878,0.3103
狙击手1（科幻·2024）,2024,2024/11/14,普通档,11.08,19.272015,8.192014618,7,吴京,"刘昊然,雷佳音,张译,吴京",24.74,26.68,1,20.7962,39.4878,0.3103
西游9（战争·2024）,2024,2024/10/12,普通档,5.8,19.002592,13.20259209,6.6,贾玲,沈腾,46.28,9.95,1,20.7962,39.4878,0.3103
美人鱼9（科幻·2020）,2020,2020/9/21,普通档,31.65,24.723448,6.9265522,7.3,林超贤,易烊千玺,12.9,56.46,1,20.7962,39.4878,0.3103
飞驰人生9（动作·2025）,2025,2025/9/15,普通档,50.37,20.072302,30.29769814,8.5,冯小刚,"张译,贾玲",42.16,9.86,1,20.7962,39.4878,0.3103
狙击手（爱情·2023）,2023,2023/6/24,普通档,1.52,19.204775,17.68477486,7.6,陈凯歌,"徐峥,周冬雨",21.18,22.38,1,20.7962,39.4878,0.3103
满江红3（剧情·2020）,2020,2020/7/13,暑期档,38.25,29.379574,8.870426178,7.8,周星驰,刘德华,5.19,140.53,1,20.7962,39.4878,0.3103
误杀6（悬疑·2025）,2025,2025/2/12,普通档,1.29,36.94327,35.65327164,8,宁浩,贾玲,53.75,25.97,1,20.7962,39.4878,0.3103
流浪地球3（战争·2022）,2022,2022/8/5,暑期档,3.15,22.148737,18.99873695,3,杜琪峰,"王宝强,刘德华",26.88,0.92,1,20.7962,39.4878,0.3103
